idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
E228;E228;8 Rue Pierre Dugelay /face ch de parenty;Neuville-sur-Saône;;face ch Parenty;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-22;69143;1026;4,841975624985071;45,87563041048968
7423;7423;71 Rue Philippe Fabia;Lyon 8e Arrondissement;28899;;Z101.0.CS;Col Sud;COL GUERIN;2021-05-07;2021-05-12;2021-05-12;2021-05-12;69388;1028;4,871239941769973;45,72606336588289
7805;7805;12 Rue Claude Debussy;Vénissieux;20363;Vers les abris bacs;V101.0.CS;Col Sud;COL VEOLIA;2023-05-23;2023-07-05;2023-07-05;;69259;1048;4,8737444847280935;45,69867938958379
7507;7507;4 Allée d'Uzès;Saint-Fons;15115;Face N°12 rue de Privas sur herbe;V101.0.CS;Col Sud;COL GUERIN;2022-02-11;2022-02-15;2022-02-15;2022-02-15;69199;1073;4,854612733390562;45,6957607838789
E619;E619;204 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;1093;4,794000791783319;45,7885552186596
7698;7698;3B Cité Ambroise Croizat;Givors;35248;;V101.0.CS;Col Sud;COL GUERIN;2022-06-01;2022-06-07;2022-06-07;;69091;1145;4,767538543495394;45,59701849464245
7045;7045;Avenue du 8 Mai 1945;Vénissieux;20232;Rue Lénine Tour 69;V101.0.CS;Col Sud;COL VEOLIA;2018-07-04;2018-07-10;2019-07-19;2019-07-19;69259;1152;4,866205945482371;45,69199615109563
7820;7820;Voie sans dénomination;Vénissieux;36682;Face au 19 rue Léo Lagrange		  		  ;V101.0.CS;Col Sud;COL VEOLIA;2023-05-22;2023-07-05;2023-07-05;2023-07-05;69259;1154;4,87182103192303;45,70033510982715
7426;7426;39 Rue Professeur Tavernier;Lyon 8e Arrondissement;28898;Face au 38 Rue Professeur Tavernier;Z101.0.CS;Col Sud;COL GUERIN;2021-05-07;2021-05-12;2021-06-16;2021-06-16;69388;1167;4,869302670571233;45,72577582175907
7508;7508;4 Rue de Nimes;Saint-Fons;15203;Abris container;V101.0.CS;Col Sud;COL GUERIN;2022-02-11;2022-02-15;2022-02-15;;69199;1186;4,85494104047589;45,69510621067186
7500;7500;49 Rue de l'Effort;Lyon 7e Arrondissement;28601;49 Rue Challemel Lacour;X101.0.CS;Col Sud;COL GUERIN;2022-01-27;2022-02-04;2022-02-04;2022-02-04;69387;1204;4,8368296938578075;45,73002424690308
7444;7444;12 Rue Stéphane Coignet;Lyon 8e Arrondissement;28924;;Z101.0.CS;Col Sud;COL GUERIN;2021-06-01;2021-06-16;2022-02-25;2022-02-25;69388;1217;4,875674411047082;45,72761467192948
E285;E285;36 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;Sur ilot central;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-01-04;2020-08-20;2020-08-20;69389;1246;4,790263323926506;45,786718593617216
7030;7030;Boulevard Lénine;Vénissieux;20253;Rue Lénine Tour 23;V101.0.CS;Col Sud;COL VEOLIA;2018-04-11;2018-04-13;2019-07-19;2019-07-19;69259;1303;4,862484663217067;45,6969787297177
E300;E300;1 Avenue du 8 Mai 1945;Vénissieux;20232;vers n°2;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2023-05-23;2023-05-23;69259;1331;4,873037470009598;45,6947755457622
E439;E439;39 Rue Rey Loras;Neuville-sur-Saône;11366;Dans la Résidence Montribloud;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2018-02-27;69143;1371;4,836759308669981;45,887696151656726
7807;7807;15 Rue Léo Lagrange;Vénissieux;20471;Devant le 14 rue Léo Lagrange;V101.0.CS;Col Sud;COL VEOLIA;2023-05-23;2023-07-05;2023-07-05;;69259;1372;4,8717109292298035;45,700022962271554
E215;E215;17 Avenue du Plateau;Lyon 9e Arrondissement;32100;Tour panoramique 1;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-02-09;2018-04-24;2013-02-22;69389;1386;4,794513178856321;45,783853419292505
E363;E363;12 Avenue des Sources;Écully;06692;allées 10 et 12;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;1392;4,786456338207858;45,78907105188791
E229;E229;Rue Pierre Dugelay(rond point);Neuville-sur-Saône;;rond point;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;1404;4,839530803688097;45,87494789690162
E658;E658;Cours Rouget de Lisle;Rillieux-la-Pape;37215;Face au N°22 (N°50 Rouget de l'Isle);V101.0.CS;Col Nord-Ouest;NICOLLIN;2019-02-01;2019-05-27;2021-01-14;2021-01-14;69286;1459;4,9060373452589205;45,81468982641793
7780;7780;13 Rue Fernand Forest;Oullins;11679;;V101.0.CS;Col Sud;COL GUERIN;2023-03-17;2023-03-20;2023-03-20;;69149;1461;4,803592734441468;45,72200064369853
7386;7386;9 Rue Fernand Forest;Oullins;11679;Entre l'allée 5 et 9 rue Fernand Forest;V101.0.CS;Col Sud;COL GUERIN;2020-10-12;2020-10-13;2022-01-21;;69149;1465;4,80455715068736;45,72219380472296
7256;7256;Rue de Valence / Allée Des Crêst;Saint-Fons;;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-07-19;2018-04-24;;69199;1479;4,855733752429791;45,695220974460454
7381;7381;Parking Berliet;Vénissieux;36902;Avenue charle de Gaulle  face entrée Renault Tr  ;V101.0.CS;Col Sud;COL GUERIN;2020-09-22;2020-09-23;2020-09-23;;69259;1483;4,899118303062983;45,71313169709129
7812;7812;15 Rue Maxime Gorki;Vénissieux;20490;Rue Georges Lyvet angle Maxime Gorki;V101.0.CS;Col Sud;COL VEOLIA;2023-05-23;2023-07-05;2023-07-05;;69259;1493;4,872201571670114;45,6974265354731
E615;E615;204 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;1499;4,793974508800557;45,78856187893272
2382;2382;Rue Ducognon angle Jean Moulin;Vaulx-en-Velin;;Lampadaire marquage au sol;Z101.0.CS;Col Est;GPE;2018-01-22;2016-09-26;2018-04-24;;69256;1529;4,916617720443382;45,78817193978788
7044;7044;38 Avenue du 8 Mai 1945;Vénissieux;20232;Rue Lénine Tour 71;V101.0.CS;Col Sud;COL VEOLIA;2018-07-03;2018-07-09;2019-07-19;2019-07-19;69259;1555;4,866409549447394;45,69188318918808
7035;7035;6 Rue Vladimir Komarov;Vénissieux;20243;Tour 6;V101.0.CS;Col Sud;COL GUERIN;2018-06-25;2018-07-04;2018-09-10;;69259;1558;4,874285822089354;45,69114456075531
E212;E212;16 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;repère carto SITA 4;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2018-04-24;2014-02-14;69389;1580;4,793610948387886;45,78666496942253
E413;E413;16 Impasse du Moulin Carron;Écully;;allées 8 à 22 "Le Haut Pérollier";V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;1590;4,7810379155634655;45,79210140165027
E680;E680;118-127 Rue Léon Blum;Villeurbanne;;interieur batiment;Z101.0.CS;Col Est;GPE;2019-07-01;2019-09-09;2019-09-09;;69266;1584;4,902023214443191;45,76018268071058
E288;E288;4 Rue Victor Schoelcher;Lyon 9e Arrondissement;33721;devant gymnase Diagana;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-01-22;2020-08-20;2020-08-20;69389;1634;4,7953292459529075;45,787424525517736
7816;7816;18 Rue Léo Lagrange;Vénissieux;20471;Devant 18 rue Léo Lagrange;V101.0.CS;Col Sud;COL VEOLIA;2023-05-22;2023-07-05;2023-07-05;;69259;1651;4,872834701383596;45,69991047872454
4728;4728;Rue du Montout;Meyzieu;35627;En face du n°19;V101.0.CS;Col Est;GPE;2022-03-24;2022-03-31;2023-01-31;2023-01-31;69282;1663;4,992354279539661;45,76334388574259
7300;7300;Avenue de Haute Roche;Pierre-Bénite;11909;Entre Les Allées 38 Et 40 B Ilot Parking;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-10-07;2022-01-25;;69152;1669;4,826875216524985;45,699452525380686
E454;E454;253 Rue Clair Logis;Vernaison;20597;4 Rue du Peronnet;V101.0.CS;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;1702;4,816601547548154;45,652284608846614
E484;E484;16 Rue Romain Rolland;Givors;35205;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;2019-12-23;69091;1710;4,764022455703087;45,60260527262415
E480;E480;3 Avenue de la Commune de Paris;Givors;35086;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;;69091;1711;4,760939648472363;45,604907951302174
7070;7070;Voie sans dénomination;Vénissieux;36687;19 Rue Louis Aulagne;V101.0.CS;Col Sud;COL VEOLIA;2018-11-14;2018-11-15;2018-11-15;;69259;1712;4,870910082644791;45,70553824016375
E478;E478;3 Rue Anne Franck;Givors;35117;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;2019-12-23;69091;1753;4,76325602271883;45,6032985239874
7811;7811;24A Rue Georges Lyvet;Vénissieux;20438;Rue Gerges Lyvet angle Gabriel Faure devant les ab;V101.0.CS;Col Sud;COL VEOLIA;2023-05-22;2023-07-05;2023-07-05;;69259;1769;4,8737901950888505;45,696381468860075
7384;7384;Voie sans dénomination;Marcy-l'Étoile;36975;ST GENIS LES OLLIERES PARKING DU POTAGER;V101.0.CS;Col Sud;COL GUERIN;2020-10-05;2020-10-09;2021-03-04;2020-10-09;69127;1778;4,73023939900711;45,784088214016734
3019;3019;Rue Jean Voillot;Villeurbanne;21571;A coté du N°129;Z101.0.CS;Col Est;COL GUERIN;2018-05-17;2018-06-25;2018-06-25;2018-06-25;69266;1821;4,909858495440377;45,755517618128785
7422;7422;4 Rue Professeur Leriche;Lyon 8e Arrondissement;28892;;Z101.0.CS;Col Sud;COL GUERIN;2021-05-05;2021-05-12;2021-05-12;;69388;1823;4,869979037632516;45,727315790150264
7416;7416;5 Rue Berty Albrecht;Lyon 8e Arrondissement;34923;Professeur Tavernier, face à la rue Berty Albrecht;Z101.0.CS;Col Sud;COL GUERIN;2021-05-05;2021-05-12;2021-05-12;2021-05-12;69388;1836;4,8668281820029256;45,72735585399909
7088;7088;236 Chemin du Grand Revoyet;Saint-Genis-Laval;15670;A coté de l'abris container sur parking ;V101.0.CS;Col Sud;COL VEOLIA;2019-03-14;2019-06-03;2022-01-25;;69204;1851;4,807976907063668;45,69370906201228
7458;7458;48 Rue Mathieu Dussurgey;Saint-Fons;15238;Rue Emile Zola tour 47;V101.0.CS;Col Sud;COL GUERIN;2021-07-21;2021-09-07;2021-09-07;;69199;1874;4,85988736818181;45,711958433498786
7697;7697;1B Cité Ambroise Croizat;Givors;35248;;V101.0.CS;Col Sud;COL GUERIN;2022-06-01;2022-06-07;2022-06-07;;69091;1883;4,76778122218028;45,59655588217409
7420;7420;3 Rue Professeur Tavernier;Lyon 8e Arrondissement;28898;;Z101.0.CS;Col Sud;COL GUERIN;2021-05-05;2021-05-12;2021-05-12;;69388;1890;4,866912284010055;45,72874954956326
E533;E533;25 Rue Paul Verlaine;Vénissieux;20502;32 Rue Paul Verlaine;V101.0.CS;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;1924;4,8573501693217365;45,7252217974421
7456;7456;51 Rue Emile Zola;Saint-Fons;15217;Rue Emile Zola tour 51;V101.0.CS;Col Sud;COL GUERIN;2021-07-21;2021-09-07;2022-01-24;2021-09-09;69199;1933;4,861881525703421;45,7108174701935
2381;2381;Rue Bozi angle Rue Jean Moulin;Vaulx-en-Velin;;Lampadaire marquage au sol;Z101.0.CS;Col Est;GPE;2018-01-22;2016-09-26;2018-04-24;;69256;1951;4,916596538820497;45,78770402767667
E395;E395;24 Avenue des Sources;Écully;06692;allées 24/26;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;1956;4,785227267230464;45,78972477073431
7363;7363;23 Rue Vladimir Komarov;Vénissieux;20243;;V101.0.CS;Col Sud;COL GUERIN;2019-12-01;2020-07-20;2020-07-29;;69259;1981;4,875104126089989;45,69108490343931
2383;2383;Rue Zénézini angle rue Geoffray;Vaulx-en-Velin;;a cote local poubelle marquage au sol;Z101.0.CS;Col Est;GPE;2018-01-22;2016-09-26;2018-04-24;;69256;2013;4,916954863242141;45,788527891008705
7794;7794;80 Rue de Marseille;Lyon 7e Arrondissement;28607;LOGI FAC;X101.0.CS;Col Sud;COL VEOLIA;2023-06-14;2023-06-28;2023-06-28;;69387;2026;4,8384774640238355;45,74933270970216
7221;7221;Face au 8 Rue de la Commune de Paris 1871;Saint-Fons;30430;Entrée du parking;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-05-12;2018-04-24;;69199;2083;4,861728778070157;45,7096661057436
7354;7354;Square Marius Chardon;Oullins;36598;59 Rue Pierre Sémard;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2017-06-02;2022-01-24;;69149;2086;4,8149137896984255;45,71790731945011
6938;6938;Square Louis Aulagne;Vénissieux;33022;19 Square Aulagne;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2012-04-06;2019-03-20;2019-03-20;69259;2106;4,870905791081308;45,705739485544086
7455;7455;36 Rue Danielle Casanova;Saint-Fons;15193;Rue Emile Zola tour 57;V101.0.CS;Col Sud;COL GUERIN;2021-08-21;2021-09-07;2021-09-07;;69199;2110;4,862839865482065;45,71135067007252
7688;7688;43 Rue Yves Farge;Givors;35110;Silo 2, secteur Farge;V101.0.CS;Col Sud;COL GUERIN;2022-05-31;2022-05-31;2022-05-31;;69091;2182;4,76549057720552;45,59165237917554
7219;7219;46 Rue Emile Zola;Saint-Fons;15217;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-05-12;2022-01-24;;69199;2183;4,861353004130383;45,71068776066067
7027;7027;Boulevard Lénine;Vénissieux;20253;Rue Lénine Tour 19;V101.0.CS;Col Sud;COL VEOLIA;2018-04-10;2018-04-13;2018-07-24;;69259;2201;4,862504683993234;45,6981478444991
E416;E416;14 Impasse du Moulin Carron;Écully;;allées 8 à 22 "Le Haut Pérollier";V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;2220;4,781099461034803;45,79209104629517
7418;7418;8 Rue Berty Albrecht;Lyon 8e Arrondissement;34923;Entre Rue Albrecht et  N° 8 Tavernier;Z101.0.CS;Col Sud;COL GUERIN;2021-05-07;2021-05-12;2021-05-12;2021-05-12;69388;2222;4,866991148390647;45,72756221680832
E482;E482;8 Allée Jacques Duclos;Givors;35103;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;;69091;2231;4,762247092456869;45,60449579979475
7454;7454;61 Rue Emile Zola;Saint-Fons;15217;Rue Emile Zola tour 59 et 61;V101.0.CS;Col Sud;COL GUERIN;2021-09-06;2021-09-07;2021-09-09;2021-09-09;69199;2251;4,86444043921873;45,71108956954655
1147;1147;Rue Jean Fournier;Lyon 9e Arrondissement;32112;Angle Rue des Fougères;W101.0.CS;Col Nord-Ouest;COL GUERIN;2022-02-18;2022-03-29;2022-04-25;;69389;2297;4,794787292765955;45,780320164530856
7041;7041;37 Boulevard Lénine;Vénissieux;20253;Tour 39;V101.0.CS;Col Sud;COL VEOLIA;2018-07-03;2018-07-09;2018-07-09;;69259;2304;4,863800917120538;45,69388087808166
7469;7469;1 Rue Sébastien Gryphe;Lyon 7e Arrondissement;28694;A côté de la borne déchets alimentaire;X101.0.CS;Col Sud;COL GUERIN;2021-10-15;2021-10-26;2022-09-15;2022-09-15;69387;2328;4,846187458703094;45,75390880796178
E415;E415;14 Impasse du Moulin Carron;Écully;;allées 8 à 22 "Le Haut Pérollier";V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;2347;4,781067025954732;45,792106863722864
E393;E393;Avenue des Sources;Écully;;allées 24/26;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2361;4,785131028351855;45,789689317717325
E183;E183;10 Rue Georges Charpak;Vénissieux;36068;6/8 Rue Georges Charpak;V101.0.CS;Col Sud;COL VEOLIA;2018-10-31;2018-11-06;2023-05-23;2023-05-23;69259;2402;4,871796946500841;45,694730444796896
7421;7421;4 Rue Philippe Fabia;Lyon 8e Arrondissement;28899;;Z101.0.CS;Col Sud;COL GUERIN;2021-05-05;2021-05-12;2021-05-12;;69388;2445;4,868723838711641;45,72944257280095
7789;7789;73 Rue Marius Berliet;Lyon 8e Arrondissement;28880;73 rue Marius Berliet à côté borne DALIM;Z101.0.CS;Col Sud;GPE;2023-06-01;2023-06-05;2023-06-05;;69388;2467;4,861709013470932;45,74139294773809
7492;7492;13 Avenue Viviani;Lyon 8e Arrondissement;28715;Face angle 17b et 19 Avenue Viviani (crèche);Z101.0.CS;Col Sud;COL GUERIN;2021-12-17;2021-12-27;2021-12-27;;69388;2474;4,866684930748314;45,72594772713014
7370;7370;44 Rue de l'Egalite;Givors;35106;Parking place de l'égalié entre espace 2 arbres;V101.0.CS;Col Sud;COL GUERIN;2020-09-03;2020-09-07;2022-01-24;;69091;2478;4,775894089133363;45,5809588989473
7235B;7235B;Chemin des Mouilles;Écully;06723;residence n°2;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2017-07-04;2018-04-24;;69081;2484;4,769012585830491;45,785641301574465
7298;7298;Avenue de Haute Roche;Pierre-Bénite;11909;Vers l'entrée de l'allée 17 ;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-10-07;2024-02-05;;69152;2521;4,827832799531387;45,70074215021712
7468;7468;30 Rue d'Anvers;Lyon 7e Arrondissement;28593;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-07;2021-10-11;2021-10-11;;69387;2508;4,844401769466561;45,751045926480316
E172;E172;7 Rue André Mayer;Grigny;34996;Devant la médiathèque;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2018-01-02;2018-04-24;;69096;2539;4,791655043588229;45,60912758856999
7029;7029;Boulevard Lénine;Vénissieux;20253;Rue Lénine Tour 21;V101.0.CS;Col Sud;COL VEOLIA;2018-04-10;2018-04-13;2018-07-24;;69259;2587;4,861531281096472;45,697597209667705
E277;E277;3 Rue du Peronnet;Vernaison;20611;14 Bis;V101.0.CS;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;2589;4,814947860052718;45,65227488806628
E521;E521;8 Rue Paul Verlaine;Vénissieux;20502;;V101.0.CS;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;2601;4,854684588463499;45,72377544029746
E406;E406;30/32 Chemin des sources ;Écully;;allées 30/32;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2608;4,78554558397902;45,791304214415455
7796;7796;29 Rue Saint Lazare;Lyon 7e Arrondissement;28698;A côté de la borne DALIM;X101.0.CS;Col Sud;COL VEOLIA;2023-06-14;2023-06-28;2023-06-28;2023-06-28;69387;2610;4,844955299606764;45,746374341989565
1043;1043;Rue Jacques Prévert;Rillieux-la-Pape;25227;Derrière N°5;V101.0.CS;Col Nord-Ouest;COL GUERIN;2021-09-23;2021-10-01;2021-10-01;;69286;2612;4,901053485930974;45,816625025733885
E493;E493;4 Rue Jorge Semprun;Vénissieux;36069;Face 5-7 rue Jorge Semprun;V101.0.CS;Col Sud;COL GUERIN;2020-11-16;2020-11-23;2023-05-23;2023-05-23;69259;2658;4,870947873077776;45,694960970473566
7802;7802;12 Rue Maurice Ravel;Vénissieux;20488;Face au 7 rue Maurice Ravel dans l'angle;V101.0.CS;Col Sud;COL VEOLIA;2023-05-23;2023-07-05;2023-07-05;2023-07-05;69259;2681;4,872224325854883;45,69829507610442
7465;7465;60 Rue Salomon Reinach;Lyon 7e Arrondissement;28693;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-07;2021-10-11;2022-04-13;2022-04-13;69387;2684;4,843407265784474;45,750143589823665
E795;E795;4 Rue Georges Charpak;Vénissieux;36068;Face au 4 rue Georges Charpak;V101.0.CS;Col Sud;COL VEOLIA;2023-05-17;2023-05-23;2023-05-23;;69259;2687;4,870843210574757;45,6953062207642
7397;7397;8 Rue Marx Dormoy;Oullins;11704;Rue Abert Schweitzer angle rue Marx Dormoy ;V101.0.CS;Col Sud;COL GUERIN;2020-12-30;2021-01-14;2022-01-25;2021-01-14;69149;2691;4,814069400496947;45,708582547995015
7353;7353;Rue Pierre Sémard Angle Rue Du Bac;Oullins;;Square Jean Jaurès;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2017-06-02;2022-01-24;;69149;2695;4,817676061112115;45,718202844156636
1059;1059;52 Montée Castellane;Rillieux-la-Pape;25143;Entre le n°52 (Mosquée de   Rilleux) et la villa a;V101.0.CS;Col Nord-Ouest;COL GUERIN;2022-10-01;2022-10-04;2022-10-04;;69286;2707;4,899319886293523;45,81217268129361
7690;7690;6 Rue Marcel Cachin;Givors;35067;;V101.0.CS;Col Sud;COL GUERIN;2022-05-31;2022-06-01;2022-06-01;;69091;2710;4,766269648387289;45,596007495179286
7689;7689;14 Rue Henri Wallon;Givors;35234;Silo 3, secteur Farge;V101.0.CS;Col Sud;COL GUERIN;2022-05-31;2022-05-31;2022-05-31;;69091;2715;4,766093426805227;45,59157826438244
7238;7238;Face 402 Avenue Charles de Gaulle;Vénissieux;20225;Niveau parking Berliet;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-06-13;2018-04-24;;69259;2732;4,898932528496885;45,713228119607145
7038;7038;22 Avenue d'Oschatz;Vénissieux;20226;Face au 27 Rue Edouard Herriot;V101.0.CS;Col Sud;COL VEOLIA;2018-07-04;2018-07-06;2018-07-06;;69259;2786;4,877232032169357;45,69342825376474
7464;7464;10 Rue Saint Jérome;Lyon 7e Arrondissement;28697;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-07;2021-10-11;2022-04-13;2022-04-13;69387;2737;4,844207499349817;45,74990724269403
1073;1073;5 Allée Lumière;Villeurbanne;33795;Correspond au numéro 13 sur google maps;Z101.0.CS;Col Est;COL GUERIN;2023-02-13;2023-02-15;2023-02-15;;69266;2740;4,883371644924038;45,783965892549645
7063;7063;3 Rue des Martyrs de la Résistance;Vénissieux;20388;4 Rue des Martyrs de la Résistance;V101.0.CS;Col Sud;COL VEOLIA;2018-09-20;2018-09-24;2018-09-24;;69259;2751;4,874534243309718;45,693696673440996
7019;7019;Rue Léon Tolstoï;Vénissieux;20472;Rue lénine Tour 15;V101.0.CS;Col Sud;COL VEOLIA;2018-04-10;2018-04-13;2018-07-24;;69259;2758;4,8610989521533;45,69822732714189
7425;7425;158 Boulevard des Etats-Unis;Lyon 8e Arrondissement;28718;;Z101.0.CS;Col Sud;COL GUERIN;2021-05-07;2021-05-12;2021-06-15;2021-06-15;69388;2761;4,870234481011328;45,725539950765025
7379;7379;1 Boulevard du Stade;Vénissieux;34784;Parking;V101.0.CS;Col Sud;COL GUERIN;2020-09-22;2020-09-23;2020-09-23;;69259;2768;4,894310127560099;45,721589068466535
7772;7772;2 Rue Claude Boyer;Lyon 7e Arrondissement;28585;A côté de la borne alimentaire;X101.0.CS;Col Sud;COL SITA;2022-11-21;2023-01-12;2023-01-12;;69387;2802;4,848662729638221;45,750704501817225
6970;6970;30 Avenue Antoine Gravallon;Saint-Fons;15130;entre le n° 30 et le n°32;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2014-11-26;2018-04-24;2014-11-26;69199;2805;4,862869956736593;45,70227968825401
E483;E483;4 Rue Louise Michel;Givors;35162;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;;69091;2810;4,762673792197526;45,60523001485968
E195;E195;Chemin de Montlouis;Écully;06717;Face au N°15;V101.0.CS;Col Nord-Ouest;NICOLLIN;2018-11-19;2018-11-21;2019-01-31;;69081;2819;4,7851514057638695;45,79227905668149
5969;5969;Allée de l'Arsenal;Saint-Fons;33877;rue Mathieu Dussurgey;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2014-11-26;2018-04-24;;69199;2823;4,857027262064722;45,71452152770696
7822;7822;3b Rue Georges Lyvet;Vénissieux;20438;Rue Georges LYVET angle Léo Lagrange;V101.0.CS;Col Sud;COL VEOLIA;2023-05-22;2023-07-05;2023-07-05;;69259;2830;4,870120972018837;45,69901244585815
7793;7793;24 Rue Chevreul;Lyon 7e Arrondissement;28583;24 Rue Chevreul;X101.0.CS;Col Sud;COL VEOLIA;2023-06-14;2023-06-28;2023-06-28;2023-06-28;69387;2869;4,838849989864764;45,748974394236114
7299;7299;Rue de la République;Pierre-Bénite;11969;Vers Allée 1 à côté de l'aire des bacs OM;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-10-07;2022-01-25;;69152;2918;4,8288630855978445;45,70317074905953
7771;7771;Quai du Bassin;Vernaison;20592;;V101.0.CS;Col Sud;COL SITA;2022-11-17;2023-02-02;2023-02-02;;69260;2933;4,814330443907868;45,6467433006714
7787;7787;19 Rue Guillaume Paradin;Lyon 8e Arrondissement;28856;19 rue Guillaume Paradin à côté borne DALIM ;Z101.0.CS;Col Sud;GPE;2023-06-01;2023-06-05;2023-06-05;;69388;2973;4,888353107648569;45,73670325725243
E199;E199;18 Rue du Peronnet;Vernaison;20611;20 Rue du Peronnet;V101.0.CS;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;2981;4,814463598363255;45,65183126386703
7475;7475;2 Quai Claude Bernard;Lyon 7e Arrondissement;28555;3 Quai Claude Bernard à côté de la borne déch alim;X101.0.CS;Col Sud;COL GUERIN;2021-10-08;2021-11-16;2022-04-04;2022-04-04;69387;3028;4,839200021953431;45,754535813693344
E171;E171;Rue de Bouteiller;Grigny;34998;Parking devant le 27;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2018-01-02;2018-04-24;;69096;3110;4,79222079880039;45,60855484591381
7453;7453;27 Rue Danielle Casanova;Saint-Fons;15193;Rue Emile Zola tour 53;V101.0.CS;Col Sud;COL GUERIN;2021-07-21;2021-09-07;2021-09-07;;69199;3155;4,862462444735738;45,71128604198377
E229B;E229B;Rue Pierre Dugelay(rond point);Neuville-sur-Saône;;rond point;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;3158;4,8395573188416074;45,8749132813323
7495;7495;17 Rue Berty Albrecht;Lyon 8e Arrondissement;34923;Angle 15 Avenue Viviani;Z101.0.CS;Col Sud;COL GUERIN;2021-12-17;2021-12-27;2021-12-27;;69388;3177;4,866311932171152;45,727015227456754
